Domain,Title,Content,File_Path
Film,169. Halloween Kills,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.,Movie_Gothic_167.jpg
Film,170. Profondo rosso,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,Movie_Gothic_168.jpg
Film,171. Haunted Mansion,"A single mom named Gabbie hires a tour guide, a psychic, a priest and a historian to help exorcise her newly bought mansion after discovering it is inhabited by ghosts.",Movie_Gothic_169.jpg
Film,172. The Sorcerer's Apprentice,A protege of the magician Merlin must train his teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.,Movie_Gothic_170.jpg
Film,173. The Uninvited,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her father's new girlfriend and ghastly visions of her dead mother.",Movie_Gothic_171.jpg
Film,174. Dead Silence,"After his wife meets a grisly end, Jamie Ashen returns to his haunted hometown of Ravens Fair to find answers. His investigation leads him to the ghost of a ventriloquist named Mary Shaw who seems to have ties to his entire family tree",Movie_Gothic_172.jpg
Film,175. Das Cabinet des Dr. Caligari,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Movie_Gothic_173.jpg
Film,176. Luther: The Fallen Sun,Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,Movie_Gothic_174.jpg
Film,177. Underworld: Evolution,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",Movie_Gothic_175.jpg
Film,178. Deliver Us from Evil,A lawman and a priest work together to battle demonic forces.,Movie_Gothic_176.jpg
Film,179. The Addams Family,The Addams family face-off against a crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.,Movie_Gothic_177.jpg
Film,180. Spawn,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",Movie_Gothic_178.jpg
Film,181. Arsenic and Old Lace,"Mortimer Brewster, a Brooklyn writer of books on the futility of marriage, risks his reputation after he decides to tie the knot. Things grow complicated when he learns that his beloved maiden aunts Abby and Martha are serial murderers.",Movie_Gothic_179.jpg
Film,182. House on Haunted Hill,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",Movie_Gothic_180.jpg
Film,183. Phantom of the Paradise,"A disfigured composer sells his soul for the woman he loves so that she will perform his music, but an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise.",Movie_Gothic_181.jpg
Film,184. Wuthering Heights,A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.,Movie_Gothic_182.jpg
Film,185. The Prophecy,Gabriel and other angels jealous of humanity wage war using a police detective and the soul of a Korean War veteran.,Movie_Gothic_183.jpg
Film,186. The Watcher in the Woods,"When a family moves to a country home, the young girls experience strange happenings that have a link to an occult event years past.",Movie_Gothic_184.jpg
Film,187. Hellboy: The Crooked Man,"Hellboy and a rookie B.P.R.D. agent in the 1950s are sent to the Appalachians, where they discover a remote community dominated by witches and led by the sinister local demon, the Crooked Man.",Movie_Gothic_185.jpg
Film,188. Tenebre,An American novelist visiting Rome to promote his latest book is stalked and harassed by an obsessed fan who is committing a string of murders that appear to be tributes to his work.,Movie_Gothic_186.jpg
Film,189. Young Sherlock Holmes,"When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate.",Movie_Gothic_187.jpg
Film,190. Life as a House,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",Movie_Gothic_188.jpg
Film,191. Stigmata,"When a young woman becomes afflicted by stigmata, a priest is sent to investigate her case, which may have severe ramifications for his faith and for the Catholic Church itself.",Movie_Gothic_189.jpg
Film,192. Ten Inch Hero,"An artist gets a job at a beachside sandwich shop, where she hangs out with a techie, a flirt, a rocker, a hippie, and a Wiccan.",Movie_Gothic_190.jpg
Film,193. Ginger Snaps,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.",Movie_Gothic_191.jpg
Film,194. Darkman,A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.,Movie_Gothic_192.jpg
Film,195. Something Wicked This Way Comes,"In a small American town, a diabolical circus and its demonic proprietor prey on the townsfolk. Dark's Pandemonium Carnival arrives in Green Town.",Movie_Gothic_193.jpg
Film,196. The Company of Wolves,"A teenage girl in a country manor falls asleep while reading a magazine, and has a disturbing dream involving wolves prowling the woods below her bedroom window.",Movie_Gothic_194.jpg
Film,197. Kyûketsuki hantâ D,"When Doris Lang is chosen as the next bride for the vampire Count Magnus Lee, she will hire a mysterious vampire hunter known only as D in an attempt to escape her ill-gotten fate.",Movie_Gothic_195.jpg
Film,198. BloodRayne,"In the eighteenth century, a vampire escapes from the freak show, in which she once participated, and teams up with a group of vampire slayers to kill the man who raped her mother.",Movie_Gothic_196.jpg
Film,199. The Amityville Horror,Newlyweds and their children battle a demonic presence in their home.,Movie_Gothic_197.jpg
Film,200. Batman: Mask of the Phantasm,Batman is wrongly implicated in a series of murders of mob bosses actually committed by a new vigilante assassin.,Movie_Gothic_198.jpg
